S1,W1,L1,WINPCT1,RPI1,RPIRATE1,PTS1,PPG1,3FG1,3FGA1,AST1,TO1,ASTTORATIO1,APG1,BLKS1,BKPG1,DREBS1,DRPG1,FGM1,FGA1,FGPCT1,OPPFG1,OPPFGA1,OPPFGPCT1,FTA1,FTPCT1,OREBS1,ORPG1,GM1,FOULS1,PFPG1,DQ1,REB1,RPG1,OPPREB1,OPPRPG1,REBMAR1,OPPPTS1,OPPPPG1,SCRMAR1,ST1,STPG1,OPP3FGA1,OPP3FGPCT1,3PG1,OPPTO1,TORATIO1,TOPG1,S2,W2,L2,WINPCT2,RPI2,RPIRATE2,PTS2,PPG2,3FG2,3FGA2,AST2,TO2,ASTTORATIO2,APG2,BLKS2,BKPG2,DREBS2,DRPG2,FGM2,FGA2,FGPCT2,OPPFG2,OPPFGA2,OPPFGPCT2,FTA2,FTPCT2,OREBS2,ORPG2,GM2,FOULS2,PFPG2,DQ2,REB2,RPG2,OPPREB2,OPPRPG2,REBMAR2,OPPPTS2,OPPPPG2,SCRMAR2,ST2,STPG2,OPP3FGA2,OPP3FGPCT2,3PG2,OPPTO2,TORATIO2,TOPG2,T1RESULT
0.0625,0.8611,0.1429,0.8831,0,0.9946,0.8086,0.7751,0.564,0.4176,0.6941,0.639,0.5517,0.5956,0.5339,0.4627,0.7375,0.7014,0.8022,0.663,0.8268,0.546,0.7849,0.2575,0.606,0.5855,0.527,0.4792,0.8,0.6795,0.5203,0.2174,0.7035,0.6558,0.5491,0.2703,0.716,0.6064,0.375,0.8017,0.5385,0.4578,0.5079,0.359,0.4762,0.5495,0.5321,0.4815,0.125,0.9167,0.1429,0.8908,0.0085,0.9301,0.8234,0.6878,0.6812,0.6512,0.7546,0.5301,0.6828,0.5956,0.4407,0.3433,0.7266,0.5761,0.7939,0.6946,0.7598,0.6066,0.8272,0.2934,0.5059,0.8803,0.4212,0.3265,0.9333,0.5909,0.3659,0.2391,0.6473,0.4977,0.6743,0.2973,0.5556,0.5871,0.2824,0.817,0.6355,0.506,0.6579,0.4744,0.5429,0.6593,0.6923,0.3333,0
0.125,0.9167,0.1429,0.8908,0.0085,0.9301,0.8234,0.6878,0.6812,0.6512,0.7546,0.5301,0.6828,0.5956,0.4407,0.3433,0.7266,0.5761,0.7939,0.6946,0.7598,0.6066,0.8272,0.2934,0.5059,0.8803,0.4212,0.3265,0.9333,0.5909,0.3659,0.2391,0.6473,0.4977,0.6743,0.2973,0.5556,0.5871,0.2824,0.817,0.6355,0.506,0.6579,0.4744,0.5429,0.6593,0.6923,0.3333,0.0625,0.8611,0.1429,0.8831,0,0.9946,0.8086,0.7751,0.564,0.4176,0.6941,0.639,0.5517,0.5956,0.5339,0.4627,0.7375,0.7014,0.8022,0.663,0.8268,0.546,0.7849,0.2575,0.606,0.5855,0.527,0.4792,0.8,0.6795,0.5203,0.2174,0.7035,0.6558,0.5491,0.2703,0.716,0.6064,0.375,0.8017,0.5385,0.4578,0.5079,0.359,0.4762,0.5495,0.5321,0.4815,1
0.0625,0.8056,0.2143,0.8258,0.0028,0.9543,0.7579,0.7063,0.4441,0.4479,0.5348,0.5043,0.5103,0.4265,0.8008,0.7015,0.5797,0.4858,0.7317,0.6812,0.6704,0.6526,0.784,0.4132,0.6892,0.5897,0.61,0.5683,0.8,0.575,0.4228,0.2609,0.6444,0.5814,0.5775,0.2928,0.6296,0.6379,0.4028,0.719,0.612,0.5181,0.5447,0.6154,0.3619,0.6209,0.6795,0.3611,0.125,0.75,0.25,0.7905,0.0142,0.9005,0.7364,0.7328,0.7766,0.5976,0.5714,0.6562,0.4483,0.4926,0.6653,0.597,0.6906,0.6957,0.6999,0.6772,0.6201,0.693,0.8884,0.3473,0.4642,0.6239,0.5373,0.5148,0.7333,0.475,0.3659,0.1522,0.6793,0.6698,0.6999,0.4369,0.5761,0.6486,0.456,0.6906,0.5184,0.4578,0.6382,0.4615,0.6952,0.5037,0.4808,0.5278,0
0.125,0.75,0.25,0.7905,0.0142,0.9005,0.7364,0.7328,0.7766,0.5976,0.5714,0.6562,0.4483,0.4926,0.6653,0.597,0.6906,0.6957,0.6999,0.6772,0.6201,0.693,0.8884,0.3473,0.4642,0.6239,0.5373,0.5148,0.7333,0.475,0.3659,0.1522,0.6793,0.6698,0.6999,0.4369,0.5761,0.6486,0.456,0.6906,0.5184,0.4578,0.6382,0.4615,0.6952,0.5037,0.4808,0.5278,0.0625,0.8056,0.2143,0.8258,0.0028,0.9543,0.7579,0.7063,0.4441,0.4479,0.5348,0.5043,0.5103,0.4265,0.8008,0.7015,0.5797,0.4858,0.7317,0.6812,0.6704,0.6526,0.784,0.4132,0.6892,0.5897,0.61,0.5683,0.8,0.575,0.4228,0.2609,0.6444,0.5814,0.5775,0.2928,0.6296,0.6379,0.4028,0.719,0.612,0.5181,0.5447,0.6154,0.3619,0.6209,0.6795,0.3611,1
0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.9222,0.8148,0.346,0.3741,0.8919,0.5043,0.8207,0.7353,0.6144,0.4925,0.7609,0.6208,1,0.943,0.7542,0.7665,0.9514,0.3713,0.5839,0.7308,0.8714,0.7863,0.9333,0.675,0.4472,0.1087,0.8789,0.7767,0.6145,0.2477,0.8436,0.77,0.4306,0.7821,0.592,0.4578,0.6711,0.6218,0.2476,0.5806,0.6346,0.3148,0.375,0.6111,0.3929,0.6615,0.0852,0.7581,0.6116,0.6111,0.4496,0.3893,0.467,0.298,0.6069,0.4044,0.4661,0.4179,0.4922,0.4711,0.6362,0.5324,0.7207,0.6507,0.7435,0.4671,0.3823,0.7094,0.4834,0.4792,0.6667,0.2795,0.2114,0.087,0.531,0.5209,0.5036,0.3108,0.5638,0.5857,0.4444,0.6013,0.3512,0.3133,0.5289,0.6667,0.4095,0.2802,0.4872,0.2407,1
0.375,0.6111,0.3929,0.6615,0.0852,0.7581,0.6116,0.6111,0.4496,0.3893,0.467,0.298,0.6069,0.4044,0.4661,0.4179,0.4922,0.4711,0.6362,0.5324,0.7207,0.6507,0.7435,0.4671,0.3823,0.7094,0.4834,0.4792,0.6667,0.2795,0.2114,0.087,0.531,0.5209,0.5036,0.3108,0.5638,0.5857,0.4444,0.6013,0.3512,0.3133,0.5289,0.6667,0.4095,0.2802,0.4872,0.2407,0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.9222,0.8148,0.346,0.3741,0.8919,0.5043,0.8207,0.7353,0.6144,0.4925,0.7609,0.6208,1,0.943,0.7542,0.7665,0.9514,0.3713,0.5839,0.7308,0.8714,0.7863,0.9333,0.675,0.4472,0.1087,0.8789,0.7767,0.6145,0.2477,0.8436,0.77,0.4306,0.7821,0.592,0.4578,0.6711,0.6218,0.2476,0.5806,0.6346,0.3148,0
0.0625,0.75,0.25,0.7905,0.0057,0.9409,0.5716,0.5026,0.346,0.2437,0.5971,0.2579,0.7862,0.5221,0.3686,0.3134,0.4625,0.3751,0.6252,0.4699,0.8045,0.3695,0.4689,0.3952,0.329,0.7521,0.3631,0.3223,0.7333,0.3977,0.2927,0.1522,0.4564,0.3814,0.2845,0.0811,0.6461,0.3579,0.2014,0.7407,0.3579,0.3012,0.4447,0.5256,0.2952,0.4304,0.6538,0.1759,0.625,0.5833,0.4643,0.6119,0.2074,0.6828,0.5527,0.4762,0.594,0.5672,0.5,0.5301,0.4621,0.4191,0.5593,0.4925,0.4813,0.4011,0.5145,0.5641,0.4358,0.5533,0.7201,0.3473,0.4668,0.4786,0.6162,0.6022,0.7333,0.4023,0.3008,0.3478,0.5862,0.5488,0.7269,0.4595,0.4486,0.4914,0.3171,0.61,0.6957,0.6265,0.6632,0.2692,0.5238,0.5513,0.6026,0.4167,0
0.625,0.5833,0.4643,0.6119,0.2074,0.6828,0.5527,0.4762,0.594,0.5672,0.5,0.5301,0.4621,0.4191,0.5593,0.4925,0.4813,0.4011,0.5145,0.5641,0.4358,0.5533,0.7201,0.3473,0.4668,0.4786,0.6162,0.6022,0.7333,0.4023,0.3008,0.3478,0.5862,0.5488,0.7269,0.4595,0.4486,0.4914,0.3171,0.61,0.6957,0.6265,0.6632,0.2692,0.5238,0.5513,0.6026,0.4167,0.0625,0.75,0.25,0.7905,0.0057,0.9409,0.5716,0.5026,0.346,0.2437,0.5971,0.2579,0.7862,0.5221,0.3686,0.3134,0.4625,0.3751,0.6252,0.4699,0.8045,0.3695,0.4689,0.3952,0.329,0.7521,0.3631,0.3223,0.7333,0.3977,0.2927,0.1522,0.4564,0.3814,0.2845,0.0811,0.6461,0.3579,0.2014,0.7407,0.3579,0.3012,0.4447,0.5256,0.2952,0.4304,0.6538,0.1759,1
0.125,0.9167,0.1429,0.8908,0.0085,0.9301,0.8234,0.6878,0.6812,0.6512,0.7546,0.5301,0.6828,0.5956,0.4407,0.3433,0.7266,0.5761,0.7939,0.6946,0.7598,0.6066,0.8272,0.2934,0.5059,0.8803,0.4212,0.3265,0.9333,0.5909,0.3659,0.2391,0.6473,0.4977,0.6743,0.2973,0.5556,0.5871,0.2824,0.817,0.6355,0.506,0.6579,0.4744,0.5429,0.6593,0.6923,0.3333,0.125,0.75,0.25,0.7905,0.0142,0.9005,0.7364,0.7328,0.7766,0.5976,0.5714,0.6562,0.4483,0.4926,0.6653,0.597,0.6906,0.6957,0.6999,0.6772,0.6201,0.693,0.8884,0.3473,0.4642,0.6239,0.5373,0.5148,0.7333,0.475,0.3659,0.1522,0.6793,0.6698,0.6999,0.4369,0.5761,0.6486,0.456,0.6906,0.5184,0.4578,0.6382,0.4615,0.6952,0.5037,0.4808,0.5278,1
0.125,0.75,0.25,0.7905,0.0142,0.9005,0.7364,0.7328,0.7766,0.5976,0.5714,0.6562,0.4483,0.4926,0.6653,0.597,0.6906,0.6957,0.6999,0.6772,0.6201,0.693,0.8884,0.3473,0.4642,0.6239,0.5373,0.5148,0.7333,0.475,0.3659,0.1522,0.6793,0.6698,0.6999,0.4369,0.5761,0.6486,0.456,0.6906,0.5184,0.4578,0.6382,0.4615,0.6952,0.5037,0.4808,0.5278,0.125,0.9167,0.1429,0.8908,0.0085,0.9301,0.8234,0.6878,0.6812,0.6512,0.7546,0.5301,0.6828,0.5956,0.4407,0.3433,0.7266,0.5761,0.7939,0.6946,0.7598,0.6066,0.8272,0.2934,0.5059,0.8803,0.4212,0.3265,0.9333,0.5909,0.3659,0.2391,0.6473,0.4977,0.6743,0.2973,0.5556,0.5871,0.2824,0.817,0.6355,0.506,0.6579,0.4744,0.5429,0.6593,0.6923,0.3333,0
0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.9222,0.8148,0.346,0.3741,0.8919,0.5043,0.8207,0.7353,0.6144,0.4925,0.7609,0.6208,1,0.943,0.7542,0.7665,0.9514,0.3713,0.5839,0.7308,0.8714,0.7863,0.9333,0.675,0.4472,0.1087,0.8789,0.7767,0.6145,0.2477,0.8436,0.77,0.4306,0.7821,0.592,0.4578,0.6711,0.6218,0.2476,0.5806,0.6346,0.3148,0.625,0.5833,0.4643,0.6119,0.2074,0.6828,0.5527,0.4762,0.594,0.5672,0.5,0.5301,0.4621,0.4191,0.5593,0.4925,0.4813,0.4011,0.5145,0.5641,0.4358,0.5533,0.7201,0.3473,0.4668,0.4786,0.6162,0.6022,0.7333,0.4023,0.3008,0.3478,0.5862,0.5488,0.7269,0.4595,0.4486,0.4914,0.3171,0.61,0.6957,0.6265,0.6632,0.2692,0.5238,0.5513,0.6026,0.4167,1
0.625,0.5833,0.4643,0.6119,0.2074,0.6828,0.5527,0.4762,0.594,0.5672,0.5,0.5301,0.4621,0.4191,0.5593,0.4925,0.4813,0.4011,0.5145,0.5641,0.4358,0.5533,0.7201,0.3473,0.4668,0.4786,0.6162,0.6022,0.7333,0.4023,0.3008,0.3478,0.5862,0.5488,0.7269,0.4595,0.4486,0.4914,0.3171,0.61,0.6957,0.6265,0.6632,0.2692,0.5238,0.5513,0.6026,0.4167,0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.9222,0.8148,0.346,0.3741,0.8919,0.5043,0.8207,0.7353,0.6144,0.4925,0.7609,0.6208,1,0.943,0.7542,0.7665,0.9514,0.3713,0.5839,0.7308,0.8714,0.7863,0.9333,0.675,0.4472,0.1087,0.8789,0.7767,0.6145,0.2477,0.8436,0.77,0.4306,0.7821,0.592,0.4578,0.6711,0.6218,0.2476,0.5806,0.6346,0.3148,0
0.125,0.9167,0.1429,0.8908,0.0085,0.9301,0.8234,0.6878,0.6812,0.6512,0.7546,0.5301,0.6828,0.5956,0.4407,0.3433,0.7266,0.5761,0.7939,0.6946,0.7598,0.6066,0.8272,0.2934,0.5059,0.8803,0.4212,0.3265,0.9333,0.5909,0.3659,0.2391,0.6473,0.4977,0.6743,0.2973,0.5556,0.5871,0.2824,0.817,0.6355,0.506,0.6579,0.4744,0.5429,0.6593,0.6923,0.3333,0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.9222,0.8148,0.346,0.3741,0.8919,0.5043,0.8207,0.7353,0.6144,0.4925,0.7609,0.6208,1,0.943,0.7542,0.7665,0.9514,0.3713,0.5839,0.7308,0.8714,0.7863,0.9333,0.675,0.4472,0.1087,0.8789,0.7767,0.6145,0.2477,0.8436,0.77,0.4306,0.7821,0.592,0.4578,0.6711,0.6218,0.2476,0.5806,0.6346,0.3148,1
0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.9222,0.8148,0.346,0.3741,0.8919,0.5043,0.8207,0.7353,0.6144,0.4925,0.7609,0.6208,1,0.943,0.7542,0.7665,0.9514,0.3713,0.5839,0.7308,0.8714,0.7863,0.9333,0.675,0.4472,0.1087,0.8789,0.7767,0.6145,0.2477,0.8436,0.77,0.4306,0.7821,0.592,0.4578,0.6711,0.6218,0.2476,0.5806,0.6346,0.3148,0.125,0.9167,0.1429,0.8908,0.0085,0.9301,0.8234,0.6878,0.6812,0.6512,0.7546,0.5301,0.6828,0.5956,0.4407,0.3433,0.7266,0.5761,0.7939,0.6946,0.7598,0.6066,0.8272,0.2934,0.5059,0.8803,0.4212,0.3265,0.9333,0.5909,0.3659,0.2391,0.6473,0.4977,0.6743,0.2973,0.5556,0.5871,0.2824,0.817,0.6355,0.506,0.6579,0.4744,0.5429,0.6593,0.6923,0.3333,0
0.5,0.6944,0.3214,0.731,0.0994,0.7688,0.5983,0.5397,0.5068,0.4793,0.5092,0.447,0.5241,0.4265,0.4195,0.3582,0.5422,0.4874,0.6349,0.6068,0.6034,0.4522,0.5986,0.3473,0.4239,0.2906,0.6473,0.6361,0.7333,0.4114,0.3089,0.1522,0.6386,0.6186,0.4211,0.1982,0.749,0.4193,0.2546,0.7211,0.5284,0.4699,0.4303,0.7115,0.4381,0.5092,0.609,0.3426,0.25,0.6944,0.2857,0.753,0.0256,0.8925,0.6627,0.6852,0.4932,0.4661,0.4139,0.5043,0.4069,0.3456,0.5932,0.5522,0.5453,0.5476,0.61,0.5934,0.5754,0.5018,0.6697,0.3353,0.6164,0.6538,0.556,0.5623,0.6667,0.5477,0.4797,0.2174,0.5979,0.614,0.5946,0.3919,0.5679,0.4807,0.3495,0.7516,0.5987,0.5542,0.4066,0.2564,0.4476,0.6245,0.6923,0.4259,0
0.25,0.6944,0.2857,0.753,0.0256,0.8925,0.6627,0.6852,0.4932,0.4661,0.4139,0.5043,0.4069,0.3456,0.5932,0.5522,0.5453,0.5476,0.61,0.5934,0.5754,0.5018,0.6697,0.3353,0.6164,0.6538,0.556,0.5623,0.6667,0.5477,0.4797,0.2174,0.5979,0.614,0.5946,0.3919,0.5679,0.4807,0.3495,0.7516,0.5987,0.5542,0.4066,0.2564,0.4476,0.6245,0.6923,0.4259,0.5,0.6944,0.3214,0.731,0.0994,0.7688,0.5983,0.5397,0.5068,0.4793,0.5092,0.447,0.5241,0.4265,0.4195,0.3582,0.5422,0.4874,0.6349,0.6068,0.6034,0.4522,0.5986,0.3473,0.4239,0.2906,0.6473,0.6361,0.7333,0.4114,0.3089,0.1522,0.6386,0.6186,0.4211,0.1982,0.749,0.4193,0.2546,0.7211,0.5284,0.4699,0.4303,0.7115,0.4381,0.5092,0.609,0.3426,1
0.1875,0.6944,0.25,0.7762,0.0284,0.8925,0.5328,0.5529,0.3624,0.3296,0.5842,0.6132,0.4828,0.5662,0.572,0.5522,0.4797,0.5094,0.5657,0.4644,0.6927,0.4007,0.5689,0.3054,0.3693,0.6282,0.6286,0.6751,0.6,0.4455,0.4146,0.2174,0.5911,0.6512,0.2461,0.1216,0.8477,0.3621,0.2847,0.7037,0.2943,0.2651,0.4566,0.3718,0.3429,0.3718,0.3718,0.5556,0.4375,0.6667,0.3571,0.7012,0.1193,0.75,0.6121,0.5582,0.4114,0.4247,0.4432,0.6447,0.3517,0.3529,0.4661,0.403,0.4859,0.4076,0.5685,0.6559,0.4078,0.3915,0.577,0.2814,0.6476,0.5214,0.6556,0.6455,0.7333,0.75,0.6341,0.4565,0.6076,0.5767,0.6501,0.3964,0.535,0.495,0.3194,0.6754,0.6555,0.5904,0.4566,0.2436,0.3524,0.8022,0.7692,0.5185,0
0.4375,0.6667,0.3571,0.7012,0.1193,0.75,0.6121,0.5582,0.4114,0.4247,0.4432,0.6447,0.3517,0.3529,0.4661,0.403,0.4859,0.4076,0.5685,0.6559,0.4078,0.3915,0.577,0.2814,0.6476,0.5214,0.6556,0.6455,0.7333,0.75,0.6341,0.4565,0.6076,0.5767,0.6501,0.3964,0.535,0.495,0.3194,0.6754,0.6555,0.5904,0.4566,0.2436,0.3524,0.8022,0.7692,0.5185,0.1875,0.6944,0.25,0.7762,0.0284,0.8925,0.5328,0.5529,0.3624,0.3296,0.5842,0.6132,0.4828,0.5662,0.572,0.5522,0.4797,0.5094,0.5657,0.4644,0.6927,0.4007,0.5689,0.3054,0.3693,0.6282,0.6286,0.6751,0.6,0.4455,0.4146,0.2174,0.5911,0.6512,0.2461,0.1216,0.8477,0.3621,0.2847,0.7037,0.2943,0.2651,0.4566,0.3718,0.3429,0.3718,0.3718,0.5556,1
0.0625,0.9722,0.0357,0.9724,0.0199,0.9059,0.8767,0.8095,0.515,0.4388,0.6777,0.553,0.6,0.5515,0.6398,0.5373,1,0.9951,0.8811,0.7215,0.8771,0.5496,0.964,0.0659,0.6671,0.6026,0.4772,0.4037,0.8667,0.5477,0.3659,0.3261,0.843,0.7814,0.6586,0.3198,0.7819,0.4836,0.2338,0.963,0.5786,0.4699,0.5658,0.1603,0.4095,0.5092,0.5449,0.3796,0.25,0.7222,0.2857,0.7607,0.0653,0.8038,0.7702,0.7804,0.485,0.4489,0.6996,0.5731,0.6,0.6324,0.6102,0.5522,0.4406,0.3442,0.7566,0.7627,0.5978,0.4596,0.5581,0.4192,0.6892,0.4658,0.8008,0.8058,0.7333,0.7727,0.6585,0.087,0.6473,0.6279,0.6046,0.3559,0.6132,0.5329,0.3542,0.8257,0.9331,0.8554,0.4842,0.5641,0.419,1,1,0.4537,1
0.25,0.7222,0.2857,0.7607,0.0653,0.8038,0.7702,0.7804,0.485,0.4489,0.6996,0.5731,0.6,0.6324,0.6102,0.5522,0.4406,0.3442,0.7566,0.7627,0.5978,0.4596,0.5581,0.4192,0.6892,0.4658,0.8008,0.8058,0.7333,0.7727,0.6585,0.087,0.6473,0.6279,0.6046,0.3559,0.6132,0.5329,0.3542,0.8257,0.9331,0.8554,0.4842,0.5641,0.419,1,1,0.4537,0.0625,0.9722,0.0357,0.9724,0.0199,0.9059,0.8767,0.8095,0.515,0.4388,0.6777,0.553,0.6,0.5515,0.6398,0.5373,1,0.9951,0.8811,0.7215,0.8771,0.5496,0.964,0.0659,0.6671,0.6026,0.4772,0.4037,0.8667,0.5477,0.3659,0.3261,0.843,0.7814,0.6586,0.3198,0.7819,0.4836,0.2338,0.963,0.5786,0.4699,0.5658,0.1603,0.4095,0.5092,0.5449,0.3796,0
0.6875,0.6111,0.4643,0.6229,0.1023,0.7661,0.6791,0.5979,0.4632,0.4651,0.6136,0.639,0.4897,0.5074,0.2881,0.2239,0.6188,0.5386,0.6487,0.6163,0.6145,0.7132,0.7345,0.5749,0.6567,0.4786,0.6286,0.5886,0.8,0.6591,0.5041,0.2391,0.6773,0.6233,0.4808,0.2117,0.7407,0.7071,0.4606,0.5752,0.4548,0.3735,0.6671,0.4423,0.381,0.4762,0.4679,0.4815,0.125,0.8333,0.1429,0.8798,0.0028,0.9328,0.6776,0.6508,0.4005,0.3134,0.5055,0.4527,0.5172,0.4191,0.3686,0.3134,0.6375,0.6216,0.6432,0.5372,0.7263,0.5827,0.7138,0.4012,0.5891,0.8077,0.4813,0.4529,0.7333,0.4636,0.3577,0.1522,0.6202,0.5953,0.367,0.1532,0.7695,0.5136,0.3356,0.7342,0.3645,0.3012,0.5671,0.2885,0.3429,0.4359,0.5385,0.3519,1
0.125,0.8333,0.1429,0.8798,0.0028,0.9328,0.6776,0.6508,0.4005,0.3134,0.5055,0.4527,0.5172,0.4191,0.3686,0.3134,0.6375,0.6216,0.6432,0.5372,0.7263,0.5827,0.7138,0.4012,0.5891,0.8077,0.4813,0.4529,0.7333,0.4636,0.3577,0.1522,0.6202,0.5953,0.367,0.1532,0.7695,0.5136,0.3356,0.7342,0.3645,0.3012,0.5671,0.2885,0.3429,0.4359,0.5385,0.3519,0.6875,0.6111,0.4643,0.6229,0.1023,0.7661,0.6791,0.5979,0.4632,0.4651,0.6136,0.639,0.4897,0.5074,0.2881,0.2239,0.6188,0.5386,0.6487,0.6163,0.6145,0.7132,0.7345,0.5749,0.6567,0.4786,0.6286,0.5886,0.8,0.6591,0.5041,0.2391,0.6773,0.6233,0.4808,0.2117,0.7407,0.7071,0.4606,0.5752,0.4548,0.3735,0.6671,0.4423,0.381,0.4762,0.4679,0.4815,0
0.0625,0.8056,0.1429,0.8754,0.0057,0.9301,0.7605,0.8254,0.6022,0.4772,0.6575,0.5759,0.5655,0.6176,0.5508,0.5075,0.6172,0.6517,0.7732,0.6519,0.7877,0.6397,0.7849,0.3952,0.5358,0.4359,0.5809,0.5903,0.6667,0.5,0.4309,0.3696,0.6541,0.6884,0.5491,0.3514,0.6708,0.6193,0.4745,0.7495,0.5284,0.4819,0.5434,0.5833,0.5524,0.5293,0.5577,0.4907,0.25,0.6944,0.25,0.7762,0.0511,0.8199,0.6556,0.7328,0.594,0.4722,0.7601,0.5731,0.6552,0.7721,0.2331,0.209,0.6344,0.7396,0.6473,0.534,0.7374,0.5993,0.7354,0.4012,0.394,0.7735,0.4066,0.4156,0.6,0.2977,0.2683,0.1957,0.5833,0.6419,0.3414,0.2072,0.7613,0.48,0.3935,0.7495,0.2977,0.2771,0.5118,0.4295,0.5714,0.3974,0.4231,0.5185,1
0.25,0.6944,0.25,0.7762,0.0511,0.8199,0.6556,0.7328,0.594,0.4722,0.7601,0.5731,0.6552,0.7721,0.2331,0.209,0.6344,0.7396,0.6473,0.534,0.7374,0.5993,0.7354,0.4012,0.394,0.7735,0.4066,0.4156,0.6,0.2977,0.2683,0.1957,0.5833,0.6419,0.3414,0.2072,0.7613,0.48,0.3935,0.7495,0.2977,0.2771,0.5118,0.4295,0.5714,0.3974,0.4231,0.5185,0.0625,0.8056,0.1429,0.8754,0.0057,0.9301,0.7605,0.8254,0.6022,0.4772,0.6575,0.5759,0.5655,0.6176,0.5508,0.5075,0.6172,0.6517,0.7732,0.6519,0.7877,0.6397,0.7849,0.3952,0.5358,0.4359,0.5809,0.5903,0.6667,0.5,0.4309,0.3696,0.6541,0.6884,0.5491,0.3514,0.6708,0.6193,0.4745,0.7495,0.5284,0.4819,0.5434,0.5833,0.5524,0.5293,0.5577,0.4907,0
0.1875,0.8611,0.1786,0.8589,0.0227,0.8952,0.8019,0.7116,0.6458,0.5713,0.7125,0.5702,0.6138,0.5809,0.9153,0.791,0.6984,0.5924,0.8008,0.7128,0.7486,0.6544,0.8848,0.2934,0.5332,0.5812,0.5477,0.4775,0.8667,0.4409,0.2683,0.1957,0.689,0.5907,0.5946,0.2703,0.6626,0.6029,0.3333,0.7887,0.5385,0.4337,0.7013,0.3077,0.5333,0.5879,0.609,0.3889,0.125,0.6389,0.2857,0.7365,0.017,0.9059,0.5727,0.6693,0.3842,0.36,0.4322,0.341,0.531,0.4265,0.6483,0.6418,0.4953,0.5932,0.6086,0.5672,0.6089,0.3382,0.5086,0.2814,0.4304,0.4701,0.6411,0.7218,0.5333,0.5273,0.5447,0.2609,0.6066,0.7256,0.4139,0.3153,0.7366,0.3729,0.338,0.7495,0.4515,0.4578,0.4382,0.3269,0.381,0.4853,0.6667,0.3333,1
0.125,0.6389,0.2857,0.7365,0.017,0.9059,0.5727,0.6693,0.3842,0.36,0.4322,0.341,0.531,0.4265,0.6483,0.6418,0.4953,0.5932,0.6086,0.5672,0.6089,0.3382,0.5086,0.2814,0.4304,0.4701,0.6411,0.7218,0.5333,0.5273,0.5447,0.2609,0.6066,0.7256,0.4139,0.3153,0.7366,0.3729,0.338,0.7495,0.4515,0.4578,0.4382,0.3269,0.381,0.4853,0.6667,0.3333,0.1875,0.8611,0.1786,0.8589,0.0227,0.8952,0.8019,0.7116,0.6458,0.5713,0.7125,0.5702,0.6138,0.5809,0.9153,0.791,0.6984,0.5924,0.8008,0.7128,0.7486,0.6544,0.8848,0.2934,0.5332,0.5812,0.5477,0.4775,0.8667,0.4409,0.2683,0.1957,0.689,0.5907,0.5946,0.2703,0.6626,0.6029,0.3333,0.7887,0.5385,0.4337,0.7013,0.3077,0.5333,0.5879,0.609,0.3889,0
0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.956,0.8571,0.5068,0.4884,0.9103,0.6246,0.7379,0.7574,0.4534,0.3582,0.8594,0.7494,0.9876,1,0.6648,0.7463,0.9442,0.3533,0.7009,0.5342,1,0.9177,0.9333,0.6614,0.4309,0.2609,1,0.9209,0.5818,0.2207,0.9959,0.7879,0.4444,0.8039,0.6388,0.506,0.7882,0.4808,0.3905,0.641,0.6218,0.4074,0.25,0.6389,0.2857,0.7365,0.0398,0.8522,0.5558,0.6429,0.4469,0.4034,0.4176,0.2607,0.5862,0.4044,0.2712,0.2537,0.3641,0.3922,0.545,0.4185,0.7263,0.4449,0.4581,0.5449,0.4252,0.7051,0.2884,0.2977,0.5333,0.5,0.5203,0.2174,0.3605,0.3767,0.3115,0.2207,0.5144,0.4429,0.4051,0.6667,0.3813,0.3855,0.4645,0.4359,0.4476,0.4707,0.7051,0.2593,1
0.25,0.6389,0.2857,0.7365,0.0398,0.8522,0.5558,0.6429,0.4469,0.4034,0.4176,0.2607,0.5862,0.4044,0.2712,0.2537,0.3641,0.3922,0.545,0.4185,0.7263,0.4449,0.4581,0.5449,0.4252,0.7051,0.2884,0.2977,0.5333,0.5,0.5203,0.2174,0.3605,0.3767,0.3115,0.2207,0.5144,0.4429,0.4051,0.6667,0.3813,0.3855,0.4645,0.4359,0.4476,0.4707,0.7051,0.2593,0.0625,0.8611,0.2143,0.8357,0.0114,0.9086,0.956,0.8571,0.5068,0.4884,0.9103,0.6246,0.7379,0.7574,0.4534,0.3582,0.8594,0.7494,0.9876,1,0.6648,0.7463,0.9442,0.3533,0.7009,0.5342,1,0.9177,0.9333,0.6614,0.4309,0.2609,1,0.9209,0.5818,0.2207,0.9959,0.7879,0.4444,0.8039,0.6388,0.506,0.7882,0.4808,0.3905,0.641,0.6218,0.4074,0
